id,birthday,civility,marital_status,has_account_bank,children_number,address,country,city,municipality,neighborhood,monthly_income,occupational_function,activity_sector_id,contract_type,monthly_charge,debt,professional_experience,previous_dwellings,persons_dependents,created_at,updated_at
816fd879-2165-4504-bd50-d261558fedd8,1983-06-25 22:45:38.763,Mrs.,Widowed,True,6,805 Rue des Jardins,Côte d'Ivoire,Anyama,Centre Anyama,Quartier Central,1345000.0,National Brand Architect,2b8629e9-3652-499a-861e-69f7cfc96133,Fonctionnaire,854165.0,1265090.0,25,0,2,2024-08-01,2025-09-10 09:24:02.983
9da5312b-4680-49d8-83ab-1c4aa39a2097,1988-07-20 16:47:51.907,Ms.,Single,False,8,937 Avenue Nogués,Côte d'Ivoire,Yamoussoukro,Centre Yamoussoukro,Quartier Central,175000.0,Senior Intranet Technician,c7c0cbfe-5c1b-4162-8ae6-f1b7fcb008a3,Interim,73720.0,111345.0,19,2,2,2024-08-01,2025-09-10 09:24:02.986
9e9ab270-c2db-4a84-8481-f1c327c95258,2007-03-03 03:52:34.422,Mr.,Divorced,True,2,899 Boulevard de Marseille,Côte d'Ivoire,Korhogo,Centre Korhogo,Quartier Central,245000.0,International Usability Representative,d228420b-9a00-42bf-9e72-67242f2d4c8c,Interim,490525.0,345580.0,28,3,2,2024-08-01,2025-09-10 09:24:02.990
c9befbcf-a3c1-4f01-9b7b-62201db42cd3,1962-02-27 17:06:08.556,Mrs.,Single,True,3,44 Rue des Bananiers,Côte d'Ivoire,Man,Centre Man,Quartier Central,640000.0,Chief Operations Specialist,6ac5b14c-edcf-4762-9375-2ad97e141d6b,Independant,1030545.0,528845.0,22,5,4,2024-08-01,2025-09-10 09:24:02.993
a7f8dc18-7934-4476-a645-0d6f4b78f414,1975-09-24 00:37:55.864,Mrs.,Single,False,6,513 Rue Pierre et Marie Curie,Côte d'Ivoire,Yamoussoukro,Centre Yamoussoukro,Quartier Central,530000.0,Global Web Strategist,607ee45b-5db0-43ba-acd5-d422643993bc,CDI,1539765.0,684435.0,5,3,3,2024-08-01,2025-09-10 09:24:02.996
8db26bd9-05c3-49a6-b45a-d80192d7ebbf,1994-10-12 22:34:39.016,Dr.,Married,False,10,541 Rue du Commerce,Côte d'Ivoire,Gagnoa,Centre Gagnoa,Quartier Central,190000.0,International Functionality Engineer,e975b461-d5ef-4c2a-b4f7-bfe9cc8a473c,CDI,238795.0,128105.0,21,1,3,2024-08-01,2025-09-10 09:24:02.999
6887faed-8f1e-4481-abf7-15d27893b168,1960-02-25 03:26:18.776,Dr.,Married,False,10,531 Boulevard Lagunaire,Côte d'Ivoire,Grand-Bassam,Centre Grand-Bassam,Quartier Central,110000.0,National Program Engineer,e975b461-d5ef-4c2a-b4f7-bfe9cc8a473c,Informel,129990.0,75175.0,16,0,1,2024-08-01,2025-09-10 09:24:03.002
bd655d51-7e88-4105-bc78-ac732c267ee9,1995-08-02 05:00:54.200,Ms.,Divorced,True,8,965 Avenue Chardy,Côte d'Ivoire,Anyama,Centre Anyama,Quartier Central,1000000.0,District Usability Representative,46d2f52e-22c7-48e6-bc6b-df11d8f72f68,Independant,2724960.0,1314805.0,7,1,7,2024-08-01,2025-09-10 09:24:03.005
af9a6539-7a49-47f1-a27f-a7872c36d7ad,1979-06-03 05:13:09.940,Dr.,Married,True,10,264 Boulevard de Marseille,Côte d'Ivoire,Daloa,Centre Daloa,Quartier Central,1345000.0,Human Creative Representative,2b8629e9-3652-499a-861e-69f7cfc96133,Fonctionnaire,311610.0,400095.0,24,1,2,2024-08-01,2025-09-10 09:24:03.009
677ad341-77a9-435f-88f7-b896d773f81f,1961-08-04 05:04:20.181,Mrs.,Divorced,False,4,50 Boulevard de la République,Côte d'Ivoire,Yamoussoukro,Centre Yamoussoukro,Quartier Central,670000.0,Internal Configuration Consultant,deac90c1-8fe3-432e-a791-edb426f0942d,CDI,217490.0,1274445.0,12,1,1,2024-08-01,2025-09-10 09:24:03.013
1d138f7c-a791-4cd4-a7fa-6082d54b7993,2004-09-02 17:02:42.613,Miss,Divorced,True,2,990 Rue Pierre et Marie Curie,Côte d'Ivoire,Anyama,Centre Anyama,Quartier Central,120000.0,Central Directives Producer,b8812b5b-d10b-4085-bba0-b6e05980429e,Etudiant,224195.0,4560.0,26,2,5,2024-08-01,2025-09-10 09:24:03.017
24a0ad66-00e2-4e88-b403-e08c597560c5,2000-11-02 21:51:08.496,Mr.,Single,True,3,213 Rue Pierre et Marie Curie,Côte d'Ivoire,Yamoussoukro,Centre Yamoussoukro,Quartier Central,270000.0,Human Solutions Associate,40db3a98-caa8-4031-bf6a-b9754767e168,Informel,598985.0,309620.0,14,4,0,2024-08-01,2025-09-10 09:24:03.022
663a0bdc-4612-4883-8910-5bc3a52da600,1969-02-04 13:35:51.693,Ms.,Widowed,False,6,418 Boulevard Hassan II,Côte d'Ivoire,Man,Centre Man,Quartier Central,225000.0,Future Optimization Orchestrator,9b1f1b5b-eae6-444f-8371-53bd91d4bdbe,Independant,654040.0,74010.0,32,3,7,2024-08-01,2025-09-10 09:24:03.027
4951dc41-a2d8-417c-8ec8-566734f91318,1967-08-13 14:35:37.068,Mr.,Single,True,9,51 Avenue Nogués,Côte d'Ivoire,Daloa,Centre Daloa,Quartier Central,680000.0,Customer Usability Orchestrator,24f60cc4-c88f-4cf2-9e51-d7008b1c5cf8,Independant,634630.0,444160.0,26,3,3,2024-08-01,2025-09-10 09:24:03.033
25b3d131-1cae-4565-8e64-79e01799e4e0,1989-01-12 04:39:24.022,Miss,Widowed,True,4,971 Rue du Commerce,Côte d'Ivoire,Bouaké,Centre Bouaké,Quartier Central,1010000.0,Forward Accountability Agent,f2e5c15a-7b75-4b30-8eb4-bd6adf045582,Fonctionnaire,2437325.0,753780.0,16,1,4,2024-08-01,2025-09-10 09:24:03.039
06c982a4-d43f-4329-9ddf-66eff04ca439,1991-05-18 16:12:11.722,Dr.,Married,True,7,642 Rue Pierre et Marie Curie,Côte d'Ivoire,Grand-Bassam,Centre Grand-Bassam,Quartier Central,1430000.0,National Intranet Developer,c4af4890-332c-4870-adbc-083a5fc56861,Independant,3738110.0,1024175.0,30,0,4,2024-08-01,2025-09-10 09:24:03.044
e4de4fcb-3482-4256-9f45-2a3cc010c28c,1969-03-20 02:05:16.552,Mrs.,Divorced,True,6,838 Avenue Jean Mermoz,Côte d'Ivoire,Divo,Centre Divo,Quartier Central,440000.0,Forward Research Executive,bfb2091e-157e-4e00-a5e4-2c5845b4866f,Interim,411055.0,369085.0,30,2,0,2024-08-01,2025-09-10 09:24:03.049
b227f240-3a10-44bd-8351-599728ce39b3,1971-01-19 02:54:03.704,Ms.,Married,True,8,161 Avenue Crosson Duplessis,Côte d'Ivoire,Gagnoa,Centre Gagnoa,Quartier Central,815000.0,Product Operations Planner,24f60cc4-c88f-4cf2-9e51-d7008b1c5cf8,CDI,655045.0,561540.0,23,5,1,2024-08-01,2025-09-10 09:24:03.054
cb60f04a-d8a2-4c53-93a5-6276fd122462,1994-08-21 16:37:15.841,Miss,Widowed,True,2,624 Avenue Jean Mermoz,Côte d'Ivoire,Yamoussoukro,Centre Yamoussoukro,Quartier Central,200000.0,Future Identity Representative,46d2f52e-22c7-48e6-bc6b-df11d8f72f68,Etudiant,375435.0,151105.0,29,2,2,2024-08-01,2025-09-10 09:24:03.059
732ff19c-22c1-4635-bea4-3daf0946835f,2001-07-17 09:53:55.535,Mr.,Widowed,False,2,537 Boulevard Hassan II,Côte d'Ivoire,Korhogo,Centre Korhogo,Quartier Central,1295000.0,Dynamic Response Manager,f2e5c15a-7b75-4b30-8eb4-bd6adf045582,Independant,3987730.0,795415.0,8,1,6,2024-08-01,2025-09-10 09:24:03.063
c966d19d-a821-4d3f-bf83-c9c72301c0d2,2002-08-16 10:33:27.315,Mr.,Divorced,False,5,474 Avenue Chardy,Côte d'Ivoire,Grand-Bassam,Centre Grand-Bassam,Quartier Central,240000.0,Lead Accountability Liaison,76fd4ded-b0a2-4097-8cdd-80f11fa5dde5,CDI,554370.0,424465.0,28,1,4,2024-08-01,2025-09-10 09:24:03.068
0e4e8439-1e35-413c-826c-0099cecbb629,1978-07-26 18:53:25.983,Mr.,Widowed,True,4,670 Rue des Bananiers,Côte d'Ivoire,San-Pédro,Centre San-Pédro,Quartier Central,110000.0,Investor Directives Officer,d228420b-9a00-42bf-9e72-67242f2d4c8c,Etudiant,335765.0,52765.0,31,4,5,2024-08-01,2025-09-10 09:24:03.073
35a98381-e610-4558-81bf-a70c7c1e37f7,1998-01-21 10:50:22.227,Dr.,Married,True,4,224 Avenue Nogués,Côte d'Ivoire,Abidjan,Port-Bouët,Gonzagueville,575000.0,Chief Quality Associate,62057165-860d-4583-bf09-2b6f7777b419,CDI,1190855.0,600545.0,25,1,5,2024-08-01,2025-09-10 09:24:03.078
88654903-74f7-4ea8-9226-56e87058fd3f,2001-05-13 06:24:28.483,Mrs.,Married,True,2,376 Avenue Houphouët Boigny,Côte d'Ivoire,Man,Centre Man,Quartier Central,385000.0,Forward Markets Executive,b315b6b0-811b-46fd-95a0-0f7ff8538b64,CDI,547600.0,482890.0,31,2,2,2024-08-01,2025-09-10 09:24:03.082
66c3b10b-12c7-4d92-a272-f2786f2588f4,1999-10-24 14:55:08.983,Ms.,Married,True,5,81 Rue Jesse Owens,Côte d'Ivoire,Daloa,Centre Daloa,Quartier Central,225000.0,Customer Operations Liaison,c7c0cbfe-5c1b-4162-8ae6-f1b7fcb008a3,Fonctionnaire,165740.0,448865.0,3,2,0,2024-08-01,2025-09-10 09:24:03.088
603dccc6-c5f4-42df-9946-ecf74d5dae8f,1991-01-01 02:24:48.376,Dr.,Married,True,10,483 Rue du Commerce,Côte d'Ivoire,Abidjan,Yopougon,Sicogi,450000.0,District Data Engineer,3bda4aea-10d7-4a8e-b74b-75036ab5b7d0,Fonctionnaire,1072165.0,688510.0,1,1,3,2024-08-01,2025-09-10 09:24:03.093
91e53ee3-b557-4fa6-9cbd-9a097d5f59c3,1998-12-21 23:46:34.125,Mrs.,Single,True,5,26 Rue des Jardins,Côte d'Ivoire,San-Pédro,Centre San-Pédro,Quartier Central,80000.0,Principal Brand Agent,e975b461-d5ef-4c2a-b4f7-bfe9cc8a473c,Etudiant,103360.0,29840.0,16,2,2,2024-08-01,2025-09-10 09:24:03.098
