id,birthday,civility,marital_status,bancarise,children_number,address,country,cty_name,city,neighborhood,monthly_income,occupational_function,activity_sector_id,contract_type,monthly_charge,debt,professional_experience,previous_dwellings,persons_dependents,created_at,updated_at,cleaned_at,source_table,cleaning_version,milieu_resid,age_num,sex,region_name
ed6fe924-c4d4-4593-a5da-b40c7f3e558b,1988-06-03 02:05:41.936,miss,Veuf(ve),1,0,606 boulevard françois mitterrand,côte d'ivoire,ANYAMA,ANYAMA,quartier central,200000.0,product factors architect,2e4b6caa-edd6-42dc-b3ef-af10c857bf75,Etudiant,421570.0,322130.0,12,1,6,2024-08-01,2025-10-17 15:42:02.332,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,37,F,AUTONOME D'ABIDJAN
0a7af127-bad2-480a-97cb-054b2067ae93,1998-07-14 09:17:21.072,mrs.,Veuf(ve),1,10,491 avenue jean mermoz,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,110000.0,global response director,d217b844-8939-49b2-92c7-4d0c9d904175,Etudiant,176515.0,112670.0,26,2,7,2024-08-01,2025-10-17 15:42:02.025,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,27,F,SUD-COMOE
d82c4b5d-8a34-4ae1-aee1-e23716ce5e01,1974-07-15 04:43:59.299,mrs.,Marié(e),0,10,183 rue des bananiers,côte d'ivoire,DALOA,DALOA,quartier central,600000.0,investor communications engineer,c7361074-ee93-4d34-9809-2f421aebcc4c,CDD,886795.0,526005.0,19,2,1,2024-08-01,2025-10-17 15:42:02.890,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,51,F,HAUT-SASSANDRA
53f32e58-361c-4396-9a4a-a5f928c2bdfe,1994-05-05 12:46:12.363,ms.,Divorcé(e),1,6,186 rue pierre et marie curie,côte d'ivoire,GAGNOA,GAGNOA,quartier central,145000.0,regional directives director,94916872-c63b-4147-b729-8177a20908a4,CDI,179550.0,34300.0,28,5,0,2024-08-01,2025-10-17 15:42:02.291,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,31,F,GÔH
202c4a47-a7ef-4a44-8e5d-ed9ef32ef559,1983-07-10 08:07:10.668,miss,Célibataire,0,10,395 boulevard françois mitterrand,côte d'ivoire,MAN,MAN,quartier central,225000.0,principal accountability technician,d7bcc8cf-fed2-4864-a174-b64924548c3a,Informel,620340.0,26285.0,10,2,6,2024-08-01,2025-10-17 15:42:02.448,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,42,F,TONKPI
e27265a4-bfd5-4481-94cd-e41ac9c544b5,1970-05-08 02:20:00.989,dr.,Divorcé(e),0,6,669 rue des bananiers,côte d'ivoire,DIVO,DIVO,quartier central,110000.0,central infrastructure producer,72d00338-9ffc-4ffd-88dc-754e284aa78c,Informel,274500.0,174715.0,24,2,7,2024-08-01,2025-10-17 15:42:02.830,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,55,M,LÔH-DJIBOUA
86b7e6d1-78be-43b3-8ecf-5ca2ebef7241,1988-02-08 22:55:46.649,mrs.,Divorcé(e),0,5,867 rue pierre et marie curie,côte d'ivoire,DIVO,DIVO,quartier central,220000.0,regional tactics planner,7aa36ab8-ae35-4a56-9d3d-e4b65c54c36d,Etudiant,733040.0,103310.0,15,4,1,2024-08-01,2025-10-17 15:42:02.509,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,37,F,LÔH-DJIBOUA
3ea06c48-a637-4714-ab44-dbbd0d83b4d9,1988-03-28 12:56:17.174,mrs.,Divorcé(e),1,1,714 avenue chardy,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,480000.0,regional response technician,784d1c51-970d-47b5-8119-6e6e19f8faaa,CDD,1267155.0,99010.0,19,2,5,2024-08-01,2025-10-17 15:42:02.580,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,37,F,GBEKE
eec8dbbb-7004-4fcf-82a9-dba07e480df5,2007-08-10 23:29:08.172,miss,Célibataire,1,6,431 avenue houphouët boigny,côte d'ivoire,ANYAMA,ANYAMA,quartier central,395000.0,product research administrator,9fef1d63-115a-484f-9380-2c08c735e7c6,Interim,109665.0,574760.0,35,4,1,2024-08-01,2025-10-17 15:42:02.560,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,18,F,AUTONOME D'ABIDJAN
059c52b3-1ad1-4b6b-8303-bc709abe47ac,1987-10-21 16:30:51.006,mr.,Célibataire,1,7,628 boulevard hassan ii,côte d'ivoire,ANYAMA,ANYAMA,quartier central,790000.0,district configuration officer,81d9def0-9ab6-423b-a664-9c04a0927353,Interim,2454515.0,1295395.0,3,3,5,2024-08-01,2025-10-17 15:42:02.568,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,38,M,AUTONOME D'ABIDJAN
2100ca5f-4040-40a2-b4da-b738bb7806a9,1994-05-19 01:46:50.432,miss,Divorcé(e),0,7,753 boulevard de la république,côte d'ivoire,ABIDJAN,ABOBO,té,225000.0,principal quality agent,119ace20-20da-4e81-be77-c2c43a42f5f4,Informel,377000.0,373835.0,4,3,3,2024-08-01,2025-10-17 15:42:02.260,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,31,F,AUTONOME D'ABIDJAN
102c3871-1f15-48b3-8610-218130aba346,1960-02-19 03:55:56.323,mrs.,Marié(e),1,3,441 boulevard hassan ii,côte d'ivoire,GAGNOA,GAGNOA,quartier central,450000.0,investor marketing engineer,9ec6d9f9-4c17-43a3-9c1d-db7e46f183f1,Fonctionnaire,969455.0,659000.0,21,3,6,2024-08-01,2025-10-17 15:42:02.875,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,65,F,GÔH
5d35ddc6-391a-4cf5-b891-bc9eed2f21c2,1977-01-08 22:55:53.917,ms.,Divorcé(e),0,8,316 avenue nogués,côte d'ivoire,KORHOGO,KORHOGO,quartier central,720000.0,legacy identity liaison,c7361074-ee93-4d34-9809-2f421aebcc4c,CDI,1243430.0,1123215.0,6,1,6,2024-08-01,2025-10-17 15:42:02.190,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,48,F,PORO
bbc91400-3ef5-4f09-b00d-773665248def,1963-07-05 08:12:02.255,ms.,Célibataire,0,8,880 avenue houphouët boigny,côte d'ivoire,ABIDJAN,ADJAMÉ,williamsville,270000.0,investor assurance producer,d217b844-8939-49b2-92c7-4d0c9d904175,CDI,326465.0,151750.0,19,1,5,2024-08-01,2025-10-17 15:42:01.734,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,62,F,AUTONOME D'ABIDJAN
5ce7dcae-9ebe-4b1d-90e4-71f94529c668,2005-04-28 05:03:48.363,ms.,Divorcé(e),0,2,77 avenue nogués,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,315000.0,internal mobility strategist,88ae7735-0262-42aa-9df4-da44f7d032fd,Independant,824760.0,306085.0,9,2,1,2024-08-01,2025-10-17 15:42:02.034,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,20,F,SAN-PEDRO
16313d85-a3b7-477c-a343-acedef4169db,1964-11-27 17:14:00.728,miss,Veuf(ve),0,6,222 avenue crosson duplessis,côte d'ivoire,ABIDJAN,ABOBO,sagbé,480000.0,product integration analyst,77d86d10-8a1c-46e7-a382-72a31927deb9,CDI,939150.0,6910.0,27,2,4,2024-08-01,2025-10-17 15:42:02.317,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,61,F,AUTONOME D'ABIDJAN
7d464eb4-3166-4735-a149-a3fa77ef3ad5,2000-03-18 19:33:24.204,dr.,Célibataire,0,9,732 avenue nogués,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,145000.0,corporate markets planner,94916872-c63b-4147-b729-8177a20908a4,CDI,467145.0,122935.0,13,0,2,2024-08-01,2025-10-17 15:42:02.353,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,25,M,SAN-PEDRO
1ff98cc7-4326-4b6f-9bcc-1230440c2b0e,1976-06-28 02:43:17.310,mr.,Marié(e),0,5,643 avenue chardy,côte d'ivoire,ABIDJAN,PORT-BOUËT,aéroport,150000.0,direct interactions technician,9330f632-b1f9-4866-9e55-a840c56b7eb8,Etudiant,172130.0,112595.0,31,2,1,2024-08-01,2025-10-17 15:42:02.750,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,49,M,AUTONOME D'ABIDJAN
b013eeab-eaf3-4158-a090-1e96880e0182,1997-10-02 08:49:27.529,dr.,Marié(e),1,4,906 rue pierre et marie curie,côte d'ivoire,MAN,MAN,quartier central,315000.0,dynamic identity analyst,d217b844-8939-49b2-92c7-4d0c9d904175,Fonctionnaire,418455.0,80855.0,9,5,4,2024-08-01,2025-10-17 15:42:02.274,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,28,M,TONKPI
441131e1-4891-40fd-8c6e-eda60706d84e,2000-12-29 10:33:22.449,mr.,Veuf(ve),1,10,863 avenue crosson duplessis,côte d'ivoire,DALOA,DALOA,quartier central,365000.0,corporate accounts facilitator,6edc7ab3-827f-4e91-a5ee-d9c086ddddee,Informel,611590.0,511625.0,24,1,2,2024-08-01,2025-10-17 15:42:02.483,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,25,M,HAUT-SASSANDRA
07cac2bc-3b88-41c3-a8a5-44074c179802,1963-06-30 07:56:02.952,mr.,Marié(e),0,6,955 rue du commerce,côte d'ivoire,YAMOUSSOUKRO,YAMOUSSOUKRO,quartier central,250000.0,internal creative facilitator,1d45ac22-6706-47d0-88f4-8b695e9a6407,Informel,656470.0,7975.0,16,5,0,2024-08-01,2025-10-17 15:42:02.342,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,62,M,YAMOUSSOUKRO
3a1a6bca-1caf-41cb-816b-1731ddb33698,1996-01-02 20:56:52.629,ms.,Marié(e),0,7,641 rue des bananiers,côte d'ivoire,KORHOGO,KORHOGO,quartier central,175000.0,legacy creative coordinator,72d00338-9ffc-4ffd-88dc-754e284aa78c,Interim,322270.0,302625.0,4,1,5,2024-08-01,2025-10-17 15:42:02.462,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,29,F,PORO
d7050069-6843-4cd7-9590-b38d280e3286,2005-12-25 14:00:10.278,miss,Veuf(ve),1,2,238 rue des jardins,côte d'ivoire,DIVO,DIVO,quartier central,280000.0,international group technician,2e4b6caa-edd6-42dc-b3ef-af10c857bf75,Informel,43845.0,77495.0,7,4,4,2024-08-01,2025-10-17 15:42:02.411,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,20,F,LÔH-DJIBOUA
aff6e511-7a7d-4baa-aeb6-bed37d8bf78c,2003-11-27 22:19:23.174,miss,Veuf(ve),1,2,176 avenue jean mermoz,côte d'ivoire,ABIDJAN,ATTÉCOUBÉ,santé,160000.0,corporate paradigm manager,72d00338-9ffc-4ffd-88dc-754e284aa78c,Independant,123490.0,98260.0,2,5,3,2024-08-01,2025-10-17 15:42:02.305,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,22,F,AUTONOME D'ABIDJAN
040904af-9b06-4823-ab3c-aeeb4d42fc1e,2005-12-01 01:22:34.356,mr.,Célibataire,0,2,706 rue des jardins,côte d'ivoire,KORHOGO,KORHOGO,quartier central,255000.0,investor applications officer,38289188-1c45-4b4d-aa87-80ac9a80e68d,Independant,674300.0,234845.0,3,5,3,2024-08-01,2025-10-17 15:42:02.232,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,20,M,PORO
68f2c308-31a5-4331-9dc3-d0736b550066,1976-02-16 18:32:18.836,dr.,Divorcé(e),1,1,175 avenue houphouët boigny,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,450000.0,future optimization liaison,9ec6d9f9-4c17-43a3-9c1d-db7e46f183f1,Fonctionnaire,579745.0,605530.0,8,1,6,2024-08-01,2025-10-17 15:42:02.553,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,49,M,SUD-COMOE
86ebac5f-81ad-44ad-8452-e280ee00d865,1995-10-22 04:08:49.574,dr.,Veuf(ve),1,10,701 boulevard françois mitterrand,côte d'ivoire,GRAND-BASSAM,GRAND-BASSAM,quartier central,350000.0,regional quality officer,38289188-1c45-4b4d-aa87-80ac9a80e68d,Interim,58490.0,656750.0,4,2,6,2024-08-01,2025-10-17 15:42:02.851,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,30,M,SUD-COMOE
a580b763-e689-47fb-b7bb-9490f980dafd,1998-07-05 08:56:58.763,mrs.,Veuf(ve),1,3,352 rue du commerce,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,175000.0,investor configuration technician,72d00338-9ffc-4ffd-88dc-754e284aa78c,Independant,509975.0,252075.0,8,2,1,2024-08-01,2025-10-17 15:42:02.346,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,27,F,GBEKE
6c224d50-7d2f-4636-8346-50fe2cf2f7f2,1973-03-11 15:14:03.488,mr.,Marié(e),1,5,365 rue jesse owens,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,1010000.0,human optimization associate,b3cd364e-9947-46a5-bf89-539fc6fffc3a,Independant,677245.0,406770.0,27,0,6,2024-08-01,2025-10-17 15:42:01.964,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,52,M,SAN-PEDRO
ffea90c6-d298-428c-947b-23cfb914b89a,1961-08-12 12:31:10.925,mrs.,Marié(e),0,2,133 avenue houphouët boigny,côte d'ivoire,SAN-PÉDRO,SAN-PÉDRO,quartier central,385000.0,national response executive,b3cd364e-9947-46a5-bf89-539fc6fffc3a,Independant,1273145.0,70070.0,5,2,7,2024-08-01,2025-10-17 15:42:01.805,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,64,F,SAN-PEDRO
2078304a-d325-4720-9b43-149b201a26d9,1983-12-31 16:03:05.354,miss,Célibataire,0,4,241 avenue chardy,côte d'ivoire,BOUAKÉ,BOUAKÉ,quartier central,155000.0,senior mobility director,5e7bb079-0bfc-461c-ac43-0316b0b486a9,Informel,418990.0,270505.0,29,1,0,2024-08-01,2025-10-17 15:42:01.986,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,42,F,GBEKE
2d4a34ce-8369-4d74-b462-34c16eaf4b2f,1990-04-12 19:34:10.093,ms.,Veuf(ve),0,9,694 rue des bananiers,côte d'ivoire,ABIDJAN,ADJAMÉ,37 feux,335000.0,human accounts manager,09b0a256-ce6f-49d2-99ca-2b91a13a2f97,Fonctionnaire,890625.0,464130.0,29,2,6,2024-08-01,2025-10-17 15:42:02.162,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,35,F,AUTONOME D'ABIDJAN
68f21560-ba54-4f44-9db1-fce40c86211b,1981-07-22 13:48:18.536,miss,Marié(e),1,10,178 boulevard françois mitterrand,côte d'ivoire,MAN,MAN,quartier central,195000.0,corporate communications producer,54e98a95-7ae2-484c-952c-bde0851e7d17,Interim,660040.0,195005.0,12,1,7,2024-08-01,2025-10-17 15:42:02.357,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,44,F,TONKPI
2902b146-f6d0-4340-8683-16920c070d34,1967-08-23 15:02:12.302,mr.,Célibataire,0,0,665 rue pierre et marie curie,côte d'ivoire,KORHOGO,KORHOGO,quartier central,250000.0,product infrastructure facilitator,71746ca7-0f9c-4ae2-bef2-cfefa29f5711,Informel,699895.0,237445.0,7,3,7,2024-08-01,2025-10-17 15:42:02.142,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,58,M,PORO
5251748d-c217-454d-b8bc-8b8cba7380fb,1959-12-27 08:25:45.446,dr.,Marié(e),1,2,484 boulevard de la république,côte d'ivoire,ABIDJAN,MARCORY,marcory zone 4,1090000.0,lead configuration producer,314e9d0c-be77-41be-8036-6be32c0f2cc6,Independant,1129050.0,22575.0,13,4,2,2024-08-01,2025-10-17 15:42:02.108,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,66,M,AUTONOME D'ABIDJAN
ee2ba334-d324-452e-9685-e8814f0ce5c8,1963-10-31 14:50:53.916,ms.,Célibataire,1,7,381 avenue chardy,côte d'ivoire,MAN,MAN,quartier central,200000.0,dynamic mobility liaison,57f29d9a-07d7-4ee6-8e52-2fd180604e62,CDD,365325.0,370990.0,15,3,2,2024-08-01,2025-10-17 15:42:02.015,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,62,F,TONKPI
d1d23f6c-e83c-4531-89a5-a2bd355581a3,1992-03-13 21:44:34.287,mr.,Divorcé(e),0,9,79 boulevard de la république,côte d'ivoire,KORHOGO,KORHOGO,quartier central,175000.0,dynamic assurance consultant,a12a2d8b-bbfc-4858-b008-1217b97ad68b,CDD,262235.0,238990.0,5,2,4,2024-08-01,2025-10-17 15:42:02.084,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,33,M,PORO
471a66d4-0b42-4d7f-9010-b7732d1c236b,1982-06-24 03:18:22.342,dr.,Veuf(ve),0,8,921 boulevard de marseille,côte d'ivoire,DALOA,DALOA,quartier central,450000.0,product intranet designer,38289188-1c45-4b4d-aa87-80ac9a80e68d,Fonctionnaire,768940.0,764175.0,12,1,6,2024-08-01,2025-10-17 15:42:02.788,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,43,M,HAUT-SASSANDRA
9acd5f20-7975-4430-8986-69cdd594133e,1985-07-09 16:47:13.581,dr.,Veuf(ve),1,2,664 avenue nogués,côte d'ivoire,GAGNOA,GAGNOA,quartier central,250000.0,human solutions coordinator,98372062-a173-42e9-8503-43746f9eef0f,Independant,252000.0,368810.0,24,4,4,2024-08-01,2025-10-17 15:42:02.171,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,40,M,GÔH
67a87e08-6eaf-4fc3-bab1-a09d9236425c,2001-09-01 16:30:25.961,mr.,Divorcé(e),0,1,576 boulevard de marseille,côte d'ivoire,ABIDJAN,TREICHVILLE,treichville centre,865000.0,chief interactions executive,29603e67-5d54-439f-afaf-8348d6eb6b47,CDI,1379505.0,74680.0,32,3,5,2024-08-01,2025-10-17 15:42:02.495,2025-11-14T00:05:35.864066+00:00,users,v1.0,Urbain,24,M,AUTONOME D'ABIDJAN
